,comment,label.id,label.lineage_names,label.name,label.uuid,point.id,point.media.deployment.campaign.key,point.media.deployment.key,point.media.id,point.media.key,point.media.path_best,point.pose.alt,point.pose.dep,point.pose.lat,point.pose.lon,point.pose.timestamp,point.x,point.y,tag_names,updated_at
0,,7326,Biota > Macroalgae > Large canopy-forming > Brown > Ecklonia radiata,Ecklonia radiata,5b3ca3b9-20c0-4a7f-a08e-14ebd493f9cf,2027680,Tasmania201006,r20100604_230524_lanterns_14_shallow,2534652,PR_20100604_231041_196_LC16,https://s3-ap-southeast-2.amazonaws.com/imos-data/IMOS/AUV/auv_viewer_data/images/Tasmania201006/r20100604_230524_lanterns_14_shallow/full_res/PR_20100604_231041_196_LC16.jpg,1.895,21.119483,-43.13635625,148.00620347,2010-06-04 23:10:41,0.8333333333333334,0.16666666666666666,,2021-03-23 02:10:36.601827
1,,7326,Biota > Macroalgae > Large canopy-forming > Brown > Ecklonia radiata,Ecklonia radiata,5b3ca3b9-20c0-4a7f-a08e-14ebd493f9cf,2027683,Tasmania201006,r20100604_230524_lanterns_14_shallow,2534652,PR_20100604_231041_196_LC16,https://s3-ap-southeast-2.amazonaws.com/imos-data/IMOS/AUV/auv_viewer_data/images/Tasmania201006/r20100604_230524_lanterns_14_shallow/full_res/PR_20100604_231041_196_LC16.jpg,1.895,21.119483,-43.13635625,148.00620347,2010-06-04 23:10:41,0.8333333333333334,0.8333333333333334,,2021-03-30 04:36:16.247368
2,,7326,Biota > Macroalgae > Large canopy-forming > Brown > Ecklonia radiata,Ecklonia radiata,5b3ca3b9-20c0-4a7f-a08e-14ebd493f9cf,2027681,Tasmania201006,r20100604_230524_lanterns_14_shallow,2534652,PR_20100604_231041_196_LC16,https://s3-ap-southeast-2.amazonaws.com/imos-data/IMOS/AUV/auv_viewer_data/images/Tasmania201006/r20100604_230524_lanterns_14_shallow/full_res/PR_20100604_231041_196_LC16.jpg,1.895,21.119483,-43.13635625,148.00620347,2010-06-04 23:10:41,0.5,0.5,,2021-03-30 04:36:19.083993
3,,7326,Biota > Macroalgae > Large canopy-forming > Brown > Ecklonia radiata,Ecklonia radiata,5b3ca3b9-20c0-4a7f-a08e-14ebd493f9cf,2027679,Tasmania201006,r20100604_230524_lanterns_14_shallow,2534652,PR_20100604_231041_196_LC16,https://s3-ap-southeast-2.amazonaws.com/imos-data/IMOS/AUV/auv_viewer_data/images/Tasmania201006/r20100604_230524_lanterns_14_shallow/full_res/PR_20100604_231041_196_LC16.jpg,1.895,21.119483,-43.13635625,148.00620347,2010-06-04 23:10:41,0.16666666666666666,0.16666666666666666,,2021-03-30 04:36:21.517305
4,,7326,Biota > Macroalgae > Large canopy-forming > Brown > Ecklonia radiata,Ecklonia radiata,5b3ca3b9-20c0-4a7f-a08e-14ebd493f9cf,2027682,Tasmania201006,r20100604_230524_lanterns_14_shallow,2534652,PR_20100604_231041_196_LC16,https://s3-ap-southeast-2.amazonaws.com/imos-data/IMOS/AUV/auv_viewer_data/images/Tasmania201006/r20100604_230524_lanterns_14_shallow/full_res/PR_20100604_231041_196_LC16.jpg,1.895,21.119483,-43.13635625,148.00620347,2010-06-04 23:10:41,0.16666666666666666,0.8333333333333334,,2021-03-30 04:36:24.745182
5,,7326,Biota > Macroalgae > Large canopy-forming > Brown > Ecklonia radiata,Ecklonia radiata,5b3ca3b9-20c0-4a7f-a08e-14ebd493f9cf,2027675,Tasmania201006,r20100604_230524_lanterns_14_shallow,2534649,PR_20100604_231038_196_LC16,https://s3-ap-southeast-2.amazonaws.com/imos-data/IMOS/AUV/auv_viewer_data/images/Tasmania201006/r20100604_230524_lanterns_14_shallow/full_res/PR_20100604_231038_196_LC16.jpg,1.95,21.090219,-43.13635,148.00621667,2010-06-04 23:10:38,0.8333333333333334,0.16666666666666666,,2021-03-23 01:36:33.205901
6,,7326,Biota > Macroalgae > Large canopy-forming > Brown > Ecklonia radiata,Ecklonia radiata,5b3ca3b9-20c0-4a7f-a08e-14ebd493f9cf,2027677,Tasmania201006,r20100604_230524_lanterns_14_shallow,2534649,PR_20100604_231038_196_LC16,https://s3-ap-southeast-2.amazonaws.com/imos-data/IMOS/AUV/auv_viewer_data/images/Tasmania201006/r20100604_230524_lanterns_14_shallow/full_res/PR_20100604_231038_196_LC16.jpg,1.95,21.090219,-43.13635,148.00621667,2010-06-04 23:10:38,0.16666666666666666,0.8333333333333334,,2021-03-23 01:36:45.258281
7,,7326,Biota > Macroalgae > Large canopy-forming > Brown > Ecklonia radiata,Ecklonia radiata,5b3ca3b9-20c0-4a7f-a08e-14ebd493f9cf,2027674,Tasmania201006,r20100604_230524_lanterns_14_shallow,2534649,PR_20100604_231038_196_LC16,https://s3-ap-southeast-2.amazonaws.com/imos-data/IMOS/AUV/auv_viewer_data/images/Tasmania201006/r20100604_230524_lanterns_14_shallow/full_res/PR_20100604_231038_196_LC16.jpg,1.95,21.090219,-43.13635,148.00621667,2010-06-04 23:10:38,0.16666666666666666,0.16666666666666666,,2021-03-23 01:36:49.675900
8,,389,Biota,Biota,b5b668fe-cf90-4d7b-b455-2a772b5d5484,2027678,Tasmania201006,r20100604_230524_lanterns_14_shallow,2534649,PR_20100604_231038_196_LC16,https://s3-ap-southeast-2.amazonaws.com/imos-data/IMOS/AUV/auv_viewer_data/images/Tasmania201006/r20100604_230524_lanterns_14_shallow/full_res/PR_20100604_231038_196_LC16.jpg,1.95,21.090219,-43.13635,148.00621667,2010-06-04 23:10:38,0.8333333333333334,0.8333333333333334,,2021-03-30 04:35:55.442789
9,,389,Biota,Biota,b5b668fe-cf90-4d7b-b455-2a772b5d5484,2027676,Tasmania201006,r20100604_230524_lanterns_14_shallow,2534649,PR_20100604_231038_196_LC16,https://s3-ap-southeast-2.amazonaws.com/imos-data/IMOS/AUV/auv_viewer_data/images/Tasmania201006/r20100604_230524_lanterns_14_shallow/full_res/PR_20100604_231038_196_LC16.jpg,1.95,21.090219,-43.13635,148.00621667,2010-06-04 23:10:38,0.5,0.5,,2021-03-30 04:35:53.038053
10,,7326,Biota > Macroalgae > Large canopy-forming > Brown > Ecklonia radiata,Ecklonia radiata,5b3ca3b9-20c0-4a7f-a08e-14ebd493f9cf,2027706,Tasmania201006,r20100604_230524_lanterns_14_shallow,2534673,PR_20100604_231102_200_LC16,https://s3-ap-southeast-2.amazonaws.com/imos-data/IMOS/AUV/auv_viewer_data/images/Tasmania201006/r20100604_230524_lanterns_14_shallow/full_res/PR_20100604_231102_200_LC16.jpg,2.277,21.019880999999998,-43.13639653,148.00611528,2010-06-04 23:11:02,0.5,0.5,,2021-03-29 23:20:46.506024
11,,7326,Biota > Macroalgae > Large canopy-forming > Brown > Ecklonia radiata,Ecklonia radiata,5b3ca3b9-20c0-4a7f-a08e-14ebd493f9cf,2027705,Tasmania201006,r20100604_230524_lanterns_14_shallow,2534673,PR_20100604_231102_200_LC16,https://s3-ap-southeast-2.amazonaws.com/imos-data/IMOS/AUV/auv_viewer_data/images/Tasmania201006/r20100604_230524_lanterns_14_shallow/full_res/PR_20100604_231102_200_LC16.jpg,2.277,21.019880999999998,-43.13639653,148.00611528,2010-06-04 23:11:02,0.8333333333333334,0.16666666666666666,,2021-03-29 23:20:46.509711
12,,636,Physical > Substrate > Unconsolidated (soft),Unconsolidated (soft),5921fc48-a49d-4548-a721-8cb91357675e,2027708,Tasmania201006,r20100604_230524_lanterns_14_shallow,2534673,PR_20100604_231102_200_LC16,https://s3-ap-southeast-2.amazonaws.com/imos-data/IMOS/AUV/auv_viewer_data/images/Tasmania201006/r20100604_230524_lanterns_14_shallow/full_res/PR_20100604_231102_200_LC16.jpg,2.277,21.019880999999998,-43.13639653,148.00611528,2010-06-04 23:11:02,0.8333333333333334,0.8333333333333334,,2021-03-30 04:36:42.326979
13,,636,Physical > Substrate > Unconsolidated (soft),Unconsolidated (soft),5921fc48-a49d-4548-a721-8cb91357675e,2027707,Tasmania201006,r20100604_230524_lanterns_14_shallow,2534673,PR_20100604_231102_200_LC16,https://s3-ap-southeast-2.amazonaws.com/imos-data/IMOS/AUV/auv_viewer_data/images/Tasmania201006/r20100604_230524_lanterns_14_shallow/full_res/PR_20100604_231102_200_LC16.jpg,2.277,21.019880999999998,-43.13639653,148.00611528,2010-06-04 23:11:02,0.16666666666666666,0.8333333333333334,,2021-03-30 04:36:46.966410
14,,389,Biota,Biota,b5b668fe-cf90-4d7b-b455-2a772b5d5484,2027704,Tasmania201006,r20100604_230524_lanterns_14_shallow,2534673,PR_20100604_231102_200_LC16,https://s3-ap-southeast-2.amazonaws.com/imos-data/IMOS/AUV/auv_viewer_data/images/Tasmania201006/r20100604_230524_lanterns_14_shallow/full_res/PR_20100604_231102_200_LC16.jpg,2.277,21.019880999999998,-43.13639653,148.00611528,2010-06-04 23:11:02,0.16666666666666666,0.16666666666666666,,2021-03-30 04:37:06.609984
